Paper_ID,Material,Substrate,Method,Gas_Mixture_Std,Power_W,Working_Pressure_Pa,Base_Pressure_Pa,Temperature_C,Thickness_nm
10.1016_0921-4534(92)90218-2,YBa2CuaO7_ 6,SrTiO3 and LaAIO3,DC-magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(92)90623-K,YBa2Cu3O7/SrTiO3 multilayer,(100) SrTiO3,High pressure oxygen DC- and RF-sputtering,O2,,400.0,,"[880.0, 750.0]",
10.1016_0921-4534(93)90077-4,YBa2Cu3O7-delta (YBCO),,DC-magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(93)90118-A,GdBa2Cu3O7-y,MgO (001),DC magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(93)90536-Y,Bi2Sr2CuO6 (2201 phase),,Reactive RF magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(93)90614-V,Ba0.55K0.45BiO3,,rf-magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(93)90707-W,YBa2Cu3Oy,MgO,Opposed-targets magnetron sputtering (OTMS),O2,,0.0266644,,700.0,
10.1016_0921-4534(93)90746-D,YBCO (YBa2Cu3O7),,Epitaxial multilayer sputtering,Unknown,,,,,
10.1016_0921-4534(93)91020-V,ReBa2Cu3O7-x (ReBCO),,RF diode sputtering,Ar/O2,,,,550.0,
10.1016_0921-4534(94)90149-X,YSZ (yttria-stabilized zirconia),Metallic tape (Hastelloy C),DC bias sputtering,Unknown,,,,,
10.1016_0921-4534(94)90151-1,YBa2Cu30~ and Bi2Sr2CaCu2Os,Bicrystalline SrTiO3,High-pressure oxygen sputtering and laser ablation,O2,,,,,
10.1016_0921-4534(94)90245-3,YBa2Cu3Ox (YBCO),,DC-94.92 MHz hybrid plasma sputtering,Ar/O2,60.0,"[63.32795, 66.661]",,,
10.1016_0921-4534(94)90247-X,Pb-doped Bi-Sr-Ca-Cu-O (2212 phase),(100) MgO and (100) SrTiO3,DC magnetron sputtering and ex-situ annealing,Unknown,,,,,
10.1016_0921-4534(94)90340-9,YBa2Cu3O7,(110) SrTiO3,DC sputtering,Unknown,,,,,
10.1016_0921-4534(94)90385-9,YSZ,Hastelloy (Ni-Cr-Mo alloy) tape,DC bias sputtering,Unknown,,,,,
10.1016_0921-4534(94)90387-5,YBCO,(001) NdGaO3,off-axis DC magnetron sputtering,O2,300.0,0.1,,25.0,250.0
10.1016_0921-4534(94)90400-6,GdBa2Cu3O7-x (GBCO),,DC magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(94)90473-1,YBa2Cu3O7-x,MgO (100),Unbalanced DC magnetron sputtering,Unknown,,,,720.0,
10.1016_0921-4534(94)90906-7,YBa2Cu3O~ (YBCO),"(001) SrTiO3, (001) MgO and (110) NdGaO3","MO-CVD, sputtering techniques and laser ablation",Unknown,,,,,
10.1016_0921-4534(94)90914-8,Bi2Sr2CaCu2O8+δ,"SrTiO3, MgO",Reactive sputtering,Other,,0.0333305,,710.0,
10.1016_0921-4534(95)00011-9,YBa2Cu3O7-δ (YBCO),"SrTiO3, LaAIO3, MgO, and R-cut sapphire buffered by CeO2 or YSZ",Laser deposition and sputtering,Unknown,,,,,
10.1016_0921-4534(95)00019-4,YBaCuO,"LaAIO3, NdGaO3, SrTiO3, MgO, Zr(Y)02, A1203",magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(95)00057-7,YBa2Cu307,SrTiO3 bicrystals,high-oxygen-pressure dc-sputtering,O2,,,,,
10.1016_0921-4534(95)00213-8,YBaCuO,(110) plane of SrTiO3,inverted cylindrical magnetron sputtering,Unknown,,,,600.0,
10.1016_0921-4534(95)00420-3,YBa2Cu3Ox,,modified off-axis sputtering,Unknown,,,,,2.0
10.1016_0921-4534(95)00537-4,YBa2Cu3O7-x (YBCO),,Off-axis sputtering and pulsed laser ablation,Ar/O2,,,,900.0,
10.1016_0921-4534(95)00596-X,YBa2Cu3Oy,SrTiO 3 (100),Pulsed-laser deposition and off-axis RF magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(95)00618-4,YBa2Cu3Oy (YBCO),MgO (001) and SrTiO3 (001),Off-axis RF sputtering,Ar/O2,,39.9966,,"[680.0, 25.0]",
10.1016_0921-4534(95)00673-7,YBCO,YSZ,RF magnetron sputtering,Unknown,,,,,
10.1016_0921-4534(96)00125-6,Cerium oxide,,RF sputtering,Unknown,,,,,
10.1016_0921-4534(96)00422-4,T1-2212 and T1-2223,LaAIO 3,sputtering and post annealing,Unknown,,,,,
10.1016_0921-4534(96)00476-5,YBa2Cu3O7-δ (YBCO),(100) SrTiO3,DC magnetron sputtering,Unknown,,,,,
10.1016_0921-5093(89)90609-6,YBa2Cu3O6+x,Alumina and silicon (with a ZrO2 buffer layer),R.F. diode sputtering,Ar,,,,,
10.1016_0921-5107(89)90173-6,Titanium oxysulfides,,Radio-frequency sputtering,Unknown,,,,,
10.1016_0921-5107(92)90024-4,YBa2Cu4OT_ X,(i012) a-AI204 (sapphire),laser deposition and magnetron sputtering,Other,,,,450.0,
10.1016_0921-5107(92)90037-A,Y-Ba-Cu-O (YBCO),"R-plane sapphire, LaAlO3, MgO(100), silicon","Laser ablation, inverted cylindrical magnetron (ICM) sputtering, planar d.c. magnetron sputtering",Unknown,,,,750.0,"[30.0, 30.0, 3.0]"
10.1016_0921-5107(92)90074-J,"La1.77Sr0.23CuO4 (LSCO), YBa2Cu3O7-δ (YBCO), MgO","(100) SrTiO3, (100) MgO","Excimer laser ablation, d.c. magnetron sputtering",N2,,,,730.0,"[3.0, 100.0]"
10.1016_0921-5107(92)90335-7,YBa2Cu3O7-x,,d.c. and r.f. magnetron sputtering,Ar/O2,,0.3,,600.0,200.0
10.1016_0921-5107(93)90257-N,Y-Ba-Cu-O (YBCO),(100) yttria-stabilized zirconia (YSZ) and (100) SrTiO3,Ion-beam sputtering (IBS),O2,,,,600.0,
10.1016_0921-5107(94)01179-6,YBa2Cu3O7-δ (YBCO),(100) silicon with yttria-stabilized zirconia (YSZ) buffer layers and single-crystal (100) YSZ substrates,on-axis single-target magnetron sputtering,Unknown,,,,,
10.1016_0921-5107(94)90169-4,Na-Al-O thin films,Polished alumina,r.f. and r.f.-magnetron sputtering,Ar/O2,,,10.0,,
10.1016_0921-5107(94)90239-9,Y-Ba-Cu-O,ZrO2 and SrTiO3,Dual-ion-beam (DIB) sputtering,Ar/O2,,,,,
10.1016_0925-3467(95)00028-3,ZnO,"Silicon, Silicon dioxide (SiO2)",r.f. planar magnetron sputtering,Unknown,,,,,
10.1016_0925-4005(91)80239-G,Iridium oxide (SIROF),Alumina circuit board,Reactively sputtered (r.f. planar magnetron source) and ion-assisted deposition,Ar/O2,,0.4,,"[30.0, 240.0]",
10.1016_0925-4005(92)85012-L,"SnO2, SnO2-Pd, SnO2(Bi2O3), SnO2(In), ITO (90% In2O3, 10% SnO2)",,"r.f. magnetron sputtering, RGTO (rheotaxial growth and thermal oxidation)",Unknown,,,,"[299.85, 349.85]",
10.1016_0925-4005(93)01072-C,TiO2,Alumina,"Reactive sputtering, sputtering from a TiO2 target, and thermal oxidation of sputtered Ti films",Other,,,,,
10.1016_0925-4005(93)01157-Y,B-Ga2O3,BeO,Sputtering,Unknown,,,,"[549.85, 599.85, 649.85]",2000.0
10.1016_0925-4005(93)80029-B,aluminum-doped zinc oxide (ZnO:Al),Corning # 7059 glass,magnetron sputtering,Ar,50.0,0.8,,90.0,
10.1016_0925-4005(93)85028-9,SnO2,Silicon,d.c.-magnetron sputtering,Unknown,"[1.61, 0.3]",,,46.85000000000002,
10.1016_0925-4005(93)85339-C,SnO2 and Li-doped SnO2,Al2O3 and glass,Reactive r.f. sputtering,Ar/O2,,,,300.0,
10.1016_0925-4005(94)01397-7,SnO2,Alumina,r.f. reactive sputtering,Ar/O2,,0.6666099999999999,3.9999999999999996e-05,,
10.1016_0925-4005(94)01531-L,"tin(IV) oxide (tin dioxide), zinc oxide, and tungsten trioxide",Silicon chip,Reactive sputtering,Unknown,,,,,
10.1016_0925-4005(94)80009-X,Undoped and Pd-doped tin oxide,Surface-oxidized silicon wafer (3000 A thick SiO2 on Si wafer),Reactive r.f. sputtering,Ar/O2,30.0,0.199983,0.00133322,400.0,
10.1016_0925-4005(95)01655-4,"Platinum, palladium, ruthenium, and iridium oxides",Alumina and silicon,Reactive sputtering,Ar/O2,,,,420.0,
10.1016_0925-4005(95)01728-3,Tin oxide (SnO2) with Pd or Pt additives,,Reactive d.c. planar magnetron sputtering,Unknown,,,,226.85000000000002,1000.0
10.1016_0925-4005(95)85098-8,SnO2,alumina,r.f. reactive sputtering,Ar/O2,,,,600.0,
10.1016_0925-4005(95)85100-3,Tin oxide (SnO2),Alumina substrate,r.f. sputtering followed by thermal oxidation,Ar,,1000.0,,,
10.1016_0925-4005(95)85102-X,1 wt.% Pd-doped SnOz,Silicon nitride and phosphosilicate glass (PSG) coated silicon,r.f. magnetron sputtering,Unknown,,,,250.0,200.0
10.1016_0925-4005(95)85110-0,"SnO2 (undoped and doped with Pt, In and Al)",Alumina,Reactive r.f. sputtering,Ar/O2,,,,,300.0
10.1016_0925-4005(95)85122-4,ultrafine grain-size SnO2,,reactive sputtering technique,Unknown,,,,,
10.1016_0925-4005(95)85136-4,Scandium-doped nickel copper oxide,Alumina substrate,r.f. magnetron sputtering,Unknown,,,,,
10.1016_0925-4005(95)85146-1,LaFeO3,Al2O3 substrates with comb-type Au electrodes,r.f. magnetron sputtering,Unknown,,,,1000.0,
10.1016_0925-4005(96)80021-9,Titanium tungsten oxide (Ti-WO3),Alumina,Reactive r.f. magnetron sputtering,Ar/O2,,0.8,,300.0,360.0
10.1016_0925-4005(96)80100-6,AI203 porous thin films,p-type oxidized silicon wafer,d.c. sputtering,Unknown,,,,40.0,4000.0
10.1016_0925-8388(93)90705-R,YBaCuO,SrTiO3 (100),Inverted cylindrical magnetron sputtering,Ar/O2,,25.0,,650.0,550.0
10.1016_0925-8388(93)90734-5,YBaCuO (Y1Ba2Cu3O6+x),"Si, MgO, SrTiO3",Ion beam sputter deposition (Kaufman source) assisted by energetic ion implantation (EIBAD),Ar,,,,25.0,100.0
10.1016_0925-8388(93)90736-7,YBaCuO,MgO and SrTiO3,Hollow cathode sputtering,Ar/O2,,,,900.0,
10.1016_0925-8388(93)90745-9,SrCuO2,(100) SrTiO3,RF reactive magnetron sputtering,Ar/O2,100.0,0.133322,,550.0,
10.1016_0925-8388(93)90780-Q,YBa2Cu3O7-x (YBCO),"LaAlO3, SrTiO3, and MgO",Sputtering,Unknown,,,,,
10.1016_0925-8388(93)90802-T,YBa2Cu3O7-x (YBCO),LaAlO3 and MgO,High pressure DC-magnetron sputtering,Ar/O2,,90.0,,,200.0
10.1016_0925-8388(93)90807-Y,Bi(Pb)SrCaCuO,"LaAlO3, SrTiO3, MgO",RF magnetron sputtering,Unknown,,,,"[170.0, 852.0]",500.0
10.1016_0925-8388(93)90820-D,gallium doped PrBa2Cu3O7-y,(305) SrTiO3,rf magnetron sputtering,Unknown,,,,,
10.1016_0925-8388(93)90828-B,YBaCuO,MgO single crystal (100),Inverted cylindrical magnetron sputtering,O2,,25.0,,750.0,400.0
10.1016_0925-8388(94)04911-4,"Co-(Si, Al)-(N, O)",Corning 7059 glass,r.f. reactive magnetron sputtering,Ar/O2/N2,,,6.6661e-05,,
10.1016_0925-8388(95)01801-8,"Pd, SiO2",Pure Fe discs,r.f. sputtering,Unknown,,,,,
10.1016_0927-0248(93)90054-7,SnO2,,RF reactive sputtering,Unknown,,,,,
10.1016_0927-0248(93)90134-O,WO3-TiO2 mixed films,,DC magnetron sputtering and sol-gel method,Unknown,,,,,
10.1016_0927-0248(94)90131-7,CuInSe2,soda-lime glass,rf-magnetron sputtering and pulsed laser deposition,H2,,,,450.0,
10.1016_0927-0248(94)90191-0,ZnO based thin films,,RF magnetron sputtering,Unknown,,,,200.0,
10.1016_0927-0248(94)90304-2,Zirconium nitride (ZrN) and zirconium oxide (ZrO2),Window glazings,Reactive magnetron sputtering,Unknown,,,,,
10.1016_0927-0248(95)00045-3,Nickel oxide,,RF sputtering,Ar/O2/H2,,8.0,,,
10.1016_0927-0248(95)00046-1,Ni-W oxide,,reactive sputtering method,Unknown,,,,,
10.1016_0927-0248(96)00014-1,"CdS, ITO, aluminium-doped ZnO",,"Chemical bath deposition, rf-magnetron sputtering",Unknown,,,,"[25.0, 200.0]",100.0
10.1016_0955-2219(94)90131-7,Lead titanate (PT),Different substrates,RF magnetron sputtering,Ar,,,,25.0,200.0
10.1016_0956-716X(94)90202-X,"Indium oxide, tin oxide","holey carbon microscope grids, copper finger","Reactive evaporation, electron beam reactive evaporation, ion-beam sputtering",O2,,,,25.0,20.0
10.1016_0956-716X(95)00293-5,Aluminium,Sintered SiC (SSiC),Evaporation or sputtering,Unknown,,,,800.0,
10.1016_0964-1807(93)90295-D,YBCO,Si (100) and Si with Ag-buffer layer,DC-magnetron sputtering,Unknown,,,,6899.85,
10.1016_j.actamat.2004.01.003,Pt,Si substrates with a native oxide,Sputtering,Ar,,,,,
10.1016_j.actamat.2005.07.035,Copper oxide,glass,reactive radio frequency (rf) magnetron sputtering,Ar/O2,200.0,,,,
10.1016_j.actamat.2006.02.042,Titanium oxynitride (TiOxNy),,Low-pressure metalorganic chemical vapour deposition and reactive sputtering,Ar,,,,,
10.1016_j.actamat.2014.05.008,Cu 2 O,glass and silicon,reactive sputtering,Unknown,,,,,
10.1016_j.actamat.2014.09.029,(Zr 1-x Si x )N y,MgO(0 0 1) and Al 2 O 3 (0 0 0 1),reactive magnetron sputter deposition,Unknown,,,,500.0,
10.1016_j.actamat.2014.10.063,BaTiO3,single-crystalline SrTiO3,radiofrequency magnetron sputtering,O2,,,,700.0,300.0
10.1016_j.actamat.2014.11.018,CuO,Si,radiofrequency sputtering deposition,Ar/O2,,,,,
10.1016_j.actamat.2016.03.012,indium doped zinc oxide (IZO),,dc reactive co-sputtering,Unknown,,,,,
10.1016_j.actamat.2017.02.030,BiFeO3 (BFO),La0.7Sr0.3MnO3/SiO2/Si(100) (LSMO/SOS),rf sputtering,Unknown,,,,,140.0
10.1016_j.actamat.2017.11.049,TiN-SiOx,Si(100),oblique magnetron sputtering,Unknown,,,,,2900000.0
10.1016_j.actamat.2018.04.018,Zr,Al 2 O 3 (0001),ultra-high vacuum dc magnetron sputter-deposition,Ar,,,,599.85,
10.1016_j.actamat.2018.11.018,NiO,"glass, silicon and Al 2 O 3 (0001)",reactive magnetron sputtering,Unknown,,,,25.0,
10.1016_j.actamat.2020.07.025,Ti1-xAlxBy (specifically Ti0.68Al0.32B1.35) and TiB2.4,Al2O3(0001) and Si(001),Hybrid Al-HiPIMS/TiB2-DCMS co-sputtering,Ar,"[3000.0, 1500.0]",0.399966,0.000399966,475.0,
10.1016_j.actamat.2020.116499,B1-TaC and rhombohedral-Ta3C2,Al2O3(0001),ultrahigh vacuum dc magnetron sputtering,Ar,,0.6666099999999999,,"[849.85, 999.85]",
10.1016_j.actamat.2022.118091,0.1CeO 2 -0.9HfO 2,(001)yttria-stabilized zirconia,sputtering method,Unknown,,,,25.0,
10.1016_j.apenergy.2014.08.097,"Boron-doped ZnO (BZO), Hydrogen-doped ZnO (HZO)",,"Metal organic chemical vapor deposition (MOCVD), magnetron sputtering",Unknown,,,,,
10.1016_j.apenergy.2019.03.203,Pd,,Sputtering and infiltration,Unknown,,,,600.0,
10.1016_j.apmt.2018.05.001,WO3,,RF magnetron sputtering,Unknown,,"[0.133322, 2.6664399999999997]",,,
10.1016_j.apmt.2022.101673,TiO2:ZnO/CuO,,reactive direct-current magnetron sputtering,Unknown,,,,,354.0
10.1016_j.applthermaleng.2020.115333,TiO2,Copper,Atomic Layer Deposition (ALD) and Magnetron Sputtering (MS),Unknown,,,,,4.0
10.1016_j.apsadv.2021.100119,Molybdenum nitride (MoNx),Heat-treated AISI-H11 steel discs,DC magnetron sputtering,Ar/N2,5000.0,600.0,,"[320.0, 450.0]",
10.1016_j.apsadv.2021.100127,Yttrium-doped ZnO (YZO),Glass,DC magnetron co-sputtering,Ar,"[150.0, 1.0]",0.399966,1333.22,"[25.0, 250.0]",
10.1016_j.apsadv.2022.100260,Zinc Oxide (ZnO),Indium Tin Oxide (ITO) coated glass,RF sputtering,Ar,,0.8099999999999999,0.0007499999999999999,,130.0
10.1016_j.apsadv.2023.100417,WO3/CeO2 Nanorods,FTO-coated glass,DC magnetron sputtering,Ar/O2,,0.08,9.999999999999999e-05,25.0,425.0
10.1016_j.apsadv.2025.100747,ZnO/Cu/SiO2 (ZCS),"0.5 mm-thick glass substrates (non-alkali glass, Corning E2000)",Magnetron sputtering (for ZnO and SiO2) and electron-beam evaporation (for Cu and Ag contacts),Ar,60.0,"[1.99983, 2.66644]","[0.000266644, 0.000599949]",,"[20.0, 6.0, 80.0]"
10.1016_j.apsadv.2025.100753,"TiO2, ZnO","Silicon (220), Cork",DC magnetron sputtering,Unknown,,0.5,,,"[33.0, 61.0, 101.0, 147.0, 162.0, 206.0, 726.0, 1117.0]"
10.1016_j.apsusc.2003.09.015,ZnO,Si,dc reactive magnetron sputtering,Ar/O2,,,,,
10.1016_j.apsusc.2003.10.017,Indium tin oxide (ITO),glass,RF magnetron sputtering,Unknown,,,,"[25.0, 250.0]",
10.1016_j.apsusc.2003.10.040,Al-doped zinc oxide (ZnO:Al or AZO),,Reactive mid-frequency (MF) magnetron sputtering,Unknown,,,,150.0,
10.1016_j.apsusc.2004.06.149,ZnO,GaAs,radio frequency (rf) magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2004.07.042,ZnS,,Sputtering followed by sulfidation,N2/H2,,,,500.0,
10.1016_j.apsusc.2004.08.037,Zinc oxide (ZnO),fused quartz glass,dc reactive magnetron sputtering,Unknown,,,,25.0,
10.1016_j.apsusc.2004.09.112,N-Al codoped p-type ZnO,,dc reactive magnetron sputtering,N2,,,,500.0,
10.1016_j.apsusc.2004.10.022,Gallium-doped zinc oxide (ZnO:Ga),glass,rf magnetron sputtering,Unknown,,,,25.0,
10.1016_j.apsusc.2004.10.029,ZnS,glass and quartz,Sputtering followed by sulfurization,H2,,,,500.0,
10.1016_j.apsusc.2004.10.033,ZnO,p-Si(1 0 0),radio frequency magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2004.10.035,Zinc oxide (ZnO),silicon substrate,rf magnetron sputtering,Other,50.0,,,,
10.1016_j.apsusc.2004.11.073,N doped and Al-N codoped ZnO,,dc reactive magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2005.01.033,ITO,a-Si:H/c-Si heterojunction (HJ) solar cells,bias magnetron rf sputtering,Ar,,,,1808.0,
10.1016_j.apsusc.2005.02.115,Indium tin oxide (ITO),glass,rf magnetron sputtering,O2,,,,150.0,
10.1016_j.apsusc.2005.02.128,Indium-tin-oxide (ITO),,DC and RF-superimposed DC (RF-DC) reactive magnetron sputtering,Unknown,,,,3808.0,
10.1016_j.apsusc.2005.02.131,Zirconium-doped zinc oxide (ZZO),,rf magnetron sputtering,Unknown,,,,25.0,600.0
10.1016_j.apsusc.2005.03.170,Tungsten oxide (WO3),,DC magnetron sputtering,Ar/O2,,,,,
10.1016_j.apsusc.2005.03.203,Indium-tin-oxide (ITO),,DC magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2005.03.209,GaN,Al 2 O 3 (0 0 0 1),Radio frequency magnetron sputtering/post-carbonized-reaction technique,Unknown,,,,,
10.1016_j.apsusc.2005.04.029,ZnO,Si(1 1 1),Radio frequency magnetron co-sputtering,Unknown,,,,,
10.1016_j.apsusc.2005.04.041,ZnO,ZnO buffer layers,DC reactive magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2005.05.022,SnO2 (tin oxide),gold electrode silicon microchips,RF sputtering,Ar/O2,150.0,0.399966,,400.0,
10.1016_j.apsusc.2005.07.042,zirconium-doped zinc oxide,,RF magnetron sputtering,Unknown,,,,25.0,
10.1016_j.apsusc.2005.07.147,Titanium dioxide (TiO2),Glass,Magnetron sputter deposition,Unknown,,,,,
10.1016_j.apsusc.2005.08.016,TiO 2,unheated glass substrates,twin dc magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2005.08.019,Cu,Polyimide (PMDA-ODA),Sputtering and electroplating,Unknown,,,,,"[200.0, 9000000.0]"
10.1016_j.apsusc.2005.09.021,ZnO/Ag/ZnO multilayer,,RF magnetron sputtering (ZnO) and DC magnetron sputtering (Ag),Unknown,,,,,6.0
10.1016_j.apsusc.2005.10.012,TiO2,glass,dc reactive magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2005.10.030,ZnO,ZnO buffer layers,radio-frequency magnetron sputtering,Ar/O2,,,,,
10.1016_j.apsusc.2005.11.040,"VOx (VO2, V2O5)","Silica glass and metal buffer layers (V, W, Ti, Fe, Au, Ag, Pt)",Reactive RF magnetron sputtering,Ar/O2,100.0,1.0,0.001,400.0,
10.1016_j.apsusc.2005.11.052,Ge/ZnO multilayer films,,rf magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2005.12.001,TiO2,Cleaned unheated glass,RF magnetron sputtering,Ar/O2,,,7.5e-07,499.85,100.0
10.1016_j.apsusc.2005.12.097,Indium tin oxide (ITO),Poly methyl metacrylate (PMMA),RF magnetron sputtering,Unknown,,,,70.0,40.0
10.1016_j.apsusc.2006.01.009,Tin dioxide (SnO2),Silicon,Radio frequency (RF) magnetron sputtering and Vapor phase transport method,Unknown,,,,,
10.1016_j.apsusc.2006.01.023,ZnO/Cu/ZnO multilayers,glass,RF magnetron sputtering and dc magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2006.01.069,Cr 1-x Al x C,high-speed steel,RF reactive magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2006.02.059,"ZnO (undoped and doped with Cu, Ni, Co, and Fe at 2.0 at.%)",Diamond or sapphire,Magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2006.06.017,a-SiO x (0 < x < 2),,reactive r.f. magnetron sputtering,Ar,,,,,
10.1016_j.apsusc.2006.06.023,Indium-tin-oxide (ITO) and indium-tin-oxynitride (ITON),Corning 7059 glass,rf-sputtering,Ar/N2,,,,,
10.1016_j.apsusc.2013.05.051,Tungsten oxide (W18O49),,Sputtering,Ar/O2,3.0,1.2,,450.0,
10.1016_j.apsusc.2013.05.061,CuCrO2,,reactive magnetron sputtering deposition,Unknown,,,,625.0,
10.1016_j.apsusc.2013.05.111,Si-based thin film (SiOx),Yttrium stabilized tetragonal zirconia polycrystal (Y-TZP),Reactive magnetron sputtering,Ar/O2,,0.933254,0.0066661,95.0,"[170.0, 230.0, 350.0]"
10.1016_j.apsusc.2013.05.155,ZnO:Al (ZAO),PET (polyethylene terephthalate),DC facing-target sputtering (FTS),Unknown,,,,25.0,
10.1016_j.apsusc.2013.05.159,NiTi,,DC magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2013.06.090,ZnO:Al (AZO),glass,sputtering,Unknown,,,,25.0,
10.1016_j.apsusc.2013.06.104,CeO2,silicon and silicon nitride,magnetron sputtering,Unknown,,,,25.0,
10.1016_j.apsusc.2013.06.112,HfO 2,,oblique angle reactive DC magnetron sputtering,Unknown,,,,25.0,
10.1016_j.apsusc.2013.07.070,Al-doped ZnO (AZO),BK7 glass,Direct current reactive magnetron sputtering,Unknown,,,,25.0,
10.1016_j.apsusc.2013.07.108,Al-doped zinc oxide (AZO),"Cu(In, Ga)Se 2 (CIGS) solar cell",In-line pulsed-DC magnetron sputtering,Ar/O2,,,,25.0,
10.1016_j.apsusc.2013.07.123,chromium oxide thin films (Cr3O and Cr2O3),Si,DC magnetron sputtering followed by post-annealing,O2,,,,200.0,
10.1016_j.apsusc.2013.08.024,Indium tin oxide (ITO),Polyethylene terephthalate (PET),DC magnetron sputtering,Ar,,,,,
10.1016_j.apsusc.2013.08.122,N-doped Cu2O,Quartz,Reactive RF magnetron sputtering,N2,,0.035,,,
10.1016_j.apsusc.2013.08.129,zinc nitride (Zn3N2),glass substrates,radio-frequency magnetron sputtering,N2,,,,,
10.1016_j.apsusc.2013.09.035,Mg-doped zinc tin oxide (ZTO),7059 glass or SiO 2-coated Si wafers,Radio frequency (RF) magnetron sputtering,Ar,90.0,667.0,,,
10.1016_j.apsusc.2013.09.099,ZnO,,RF magnetron sputtering,Unknown,"[200.0, 500.0]",,,300.0,
10.1016_j.apsusc.2013.10.048,Aluminium-boron and gallium-aluminum co-doped ZnO,,DC magnetron sputtering,Unknown,,,,600.0,
10.1016_j.apsusc.2013.11.001,Titanium (Ti),fluorine-doped tin oxide (FTO) glasses,direct current (DC) magnetron sputtering,Unknown,,,,400.0,
10.1016_j.apsusc.2013.11.018,Silicon oxynitride,,Reactive gas pulsing process (RGPP) sputter deposition,Ar/O2/N2,,,,,
10.1016_j.apsusc.2013.11.041,PZT (Lead zirconate titanate),titanium (Ti),r.f. magnetron sputtering,Unknown,,0.7,,650.0,500.0
10.1016_j.apsusc.2013.12.023,"(Ba, La)SnO3 (BLSO)",ZnO nanowire templates,radio-frequency magnetron-sputtering,Unknown,,,,700.0,
10.1016_j.apsusc.2013.12.064,HfTiON,Si (1 0 0),Radio frequency (RF) magnetron sputtering,Ar/N2,,,,500.0,
10.1016_j.apsusc.2013.12.071,Ni-Al co-doped ZnO (NiAl:ZnO),glass substrates,DC magnetron sputtering,Ar,40.0,0.799932,,,
10.1016_j.apsusc.2014.01.026,AuOx (gold containing oxygen),Silicon,Reactive magnetron sputtering,Ar/O2,,,,25.0,
10.1016_j.apsusc.2014.01.067,ZnO,Phynox alloy,RF reactive magnetron sputtering,Unknown,,,,300.0,
10.1016_j.apsusc.2014.01.109,Copper oxide (Cu2O and CuO),glass substrates,rf magnetron sputtering,O2,,,,25.0,
10.1016_j.apsusc.2014.01.163,Ga-doped ZnO (GZO),quartz,r.f. magnetron sputtering,Ar,,,,,
10.1016_j.apsusc.2014.02.048,"Cerium oxide (CeO2), Pt n+-doped nanoporous CeO2","Silicon, silicon oxide, nanoporous Si, proton exchange membrane, graphite","rf-Magnetron sputtering, magnetron co-sputtering",Unknown,,,,,
10.1016_j.apsusc.2014.02.079,W-doped ZnO,,Radio frequency (RF) magnetron sputtering,Unknown,,,,,
10.1016_j.apsusc.2014.02.103,Al,Si,Sputtering deposition,Unknown,,,,,10.0
10.1016_j.apsusc.2014.03.116,"Li-N dual doped ZnO (ZnO:(Li,N))",SiO2/p-type Si,Radio frequency magnetron sputtering (RFMS),Ar,100.0,0.02,,25.0,36.0
10.1016_j.apsusc.2014.03.163,YSZ (yttria-stabilized zirconia) and Ni-YSZ,Porous or dense substrates,Magnetron sputtering (reactive co-sputtering),Unknown,,,,800.0,1000.0
10.1016_j.apsusc.2014.04.042,Indium Tin Oxide (ITO),Quartz,Radiofrequency (r.f.) magnetron sputtering,Ar,120.0,0.533288,1.4665420000000002e-05,25.0,
